band_type,pellet_type,trial_num,mass_gn,calc_mass_g,velocity_mps,draw_length_m,slack_length_m,draw_weight_kg,calc_draw_force_N,note
band_D,5.5 mm steel,8,10.5,0.680,53.6,0.800,0.273,4.09,40.1091985,
band_D,5.5 mm steel,9,10.5,0.680,53.5,0.800,0.273,4.09,40.1091985,
band_D,5.5 mm steel,10,10.5,0.680,53.6,0.800,0.273,4.09,40.1091985,
band_D,5.5 mm steel,11,10.5,0.680,53.5,0.800,0.273,4.09,40.1091985,
band_D,5.5 mm steel,12,10.5,0.680,53.5,0.800,0.273,4.09,40.1091985,
band_D,5.5 mm steel,13,10.5,0.680,53.5,0.800,0.273,4.09,40.1091985,
band_D,5.5 mm steel,14,10.5,0.680,53.6,0.800,0.273,4.09,40.1091985,
band_D,5.5 mm steel,15,10.5,0.680,53.6,0.800,0.273,4.09,40.1091985,
band_D,5.5 mm steel,16,10.3,0.667,53.6,0.800,0.273,4.09,40.1091985,
band_D,5.5 mm steel,17,10.5,0.680,53.6,0.800,0.273,4.09,40.1091985,
band_D,5.5 mm steel,18,10.5,0.680,53.6,0.800,0.273,4.09,40.1091985,
band_D,5.5 mm steel,19,10.3,0.667,53.5,0.800,0.273,4.09,40.1091985,auto-fire
band_D,5.5 mm steel,20,10.2,0.661,53.5,0.800,0.273,4.09,40.1091985,
band_D,clay,1,17.0,1.102,55.4,0.800,0.273,4.09,40.1091985,
band_D,clay,2,15.6,1.011,55.3,0.800,0.273,4.09,40.1091985,
band_D,clay,3,15.6,1.011,55.1,0.800,0.273,4.09,40.1091985,
band_D,clay,4,16.0,1.037,55.0,0.800,0.273,4.09,40.1091985,
band_D,clay,5,15.9,1.030,55.0,0.800,0.273,4.09,40.1091985,
band_D,clay,6,17.0,1.102,54.7,0.800,0.273,4.09,40.1091985,
band_D,clay,7,15.0,0.972,55.0,0.800,0.273,4.09,40.1091985,
band_D,clay,8,16.2,1.050,54.8,0.800,0.273,4.09,40.1091985,
band_D,clay,9,16.4,1.063,54.7,0.800,0.273,4.09,40.1091985,
band_D,clay,10,16.7,1.082,54.5,0.800,0.273,4.09,40.1091985,
band_D,clay,11,15.7,1.017,54.7,0.800,0.273,4.09,40.1091985,
band_D,clay,12,15.0,0.972,54.8,0.800,0.273,4.09,40.1091985,
band_D,clay,13,16.2,1.050,54.6,0.800,0.273,4.09,40.1091985,
band_D,clay,14,15.0,0.972,54.7,0.800,0.273,4.09,40.1091985,
band_D,clay,15,17.0,1.102,54.5,0.800,0.273,4.09,40.1091985,
band_D,clay,16,16.4,1.063,54.5,0.800,0.273,4.09,40.1091985,
band_D,clay,17,15.1,0.978,54.6,0.800,0.273,4.09,40.1091985,
band_D,clay,18,15.4,0.998,54.6,0.800,0.273,4.09,40.1091985,
band_D,clay,19,16.2,1.050,54.7,0.800,0.273,4.09,40.1091985,
band_D,clay,20,17.1,1.108,54.5,0.800,0.273,4.09,40.1091985,
band_D,rubber,1,9.3,0.603,54.9,0.800,0.273,4.09,40.1091985,
band_D,rubber,2,9.4,0.609,54.6,0.800,0.273,4.09,40.1091985,
band_D,rubber,3,9.4,0.609,54.3,0.800,0.273,4.09,40.1091985,
band_D,rubber,4,9.4,0.609,54.1,0.800,0.273,4.09,40.1091985,
band_D,rubber,5,9.4,0.609,54.6,0.800,0.273,4.09,40.1091985,
band_D,rubber,6,9.4,0.609,54.3,0.800,0.273,4.09,40.1091985,
band_D,rubber,7,9.3,0.603,54.3,0.800,0.273,4.09,40.1091985,
band_D,rubber,8,9.4,0.609,54.4,0.800,0.273,4.09,40.1091985,
band_D,rubber,9,9.4,0.609,54.2,0.800,0.273,4.09,40.1091985,
band_D,rubber,10,9.4,0.609,54.3,0.800,0.273,4.09,40.1091985,
band_D,rubber,11,9.6,0.622,54.3,0.800,0.273,4.09,40.1091985,
band_D,rubber,12,9.3,0.603,53.9,0.800,0.273,4.09,40.1091985,
band_D,rubber,13,9.3,0.603,54.2,0.800,0.273,4.09,40.1091985,
band_D,rubber,14,9.3,0.603,54.1,0.800,0.273,4.09,40.1091985,
band_D,rubber,15,9.3,0.603,54.1,0.800,0.273,4.09,40.1091985,
band_D,rubber,16,9.3,0.603,54.1,0.800,0.273,4.09,40.1091985,
band_D,rubber,17,9.4,0.609,54.0,0.800,0.273,4.09,40.1091985,
band_D,rubber,18,9.4,0.609,54.2,0.800,0.273,4.09,40.1091985,
band_D,rubber,19,9.6,0.622,54.4,0.800,0.273,4.09,40.1091985,
band_D,rubber,20,9.4,0.609,54.2,0.800,0.273,4.09,40.1091985,
band_D,"3/8"" steel",1,54.9,3.557,49.8,0.800,0.273,4.09,40.1091985,
band_D,"3/8"" steel",2,54.5,3.532,49.9,0.800,0.273,4.09,40.1091985,
band_D,"3/8"" steel",3,54.5,3.532,49.8,0.800,0.273,4.09,40.1091985,
band_D,"3/8"" steel",4,54.8,3.551,49.8,0.800,0.273,4.09,40.1091985,
band_D,"3/8"" steel",5,55.1,3.570,49.7,0.800,0.273,4.09,40.1091985,
band_D,"3/8"" steel",6,55.2,3.577,49.7,0.800,0.273,4.09,40.1091985,
band_D,"3/8"" steel",7,55.1,3.570,49.7,0.800,0.273,4.09,40.1091985,
band_D,"3/8"" steel",8,54.3,3.519,49.8,0.800,0.273,4.09,40.1091985,
band_D,"3/8"" steel",9,55.1,3.570,49.7,0.800,0.273,4.09,40.1091985,
band_D,"3/8"" steel",10,54.4,3.525,49.8,0.800,0.273,4.09,40.1091985,
band_D,"3/8"" steel",11,55.1,3.570,49.7,0.800,0.273,4.09,40.1091985,
band_D,"3/8"" steel",12,54.9,3.557,49.7,0.800,0.273,4.09,40.1091985,
band_D,"3/8"" steel",13,54.6,3.538,49.7,0.800,0.273,4.09,40.1091985,
band_D,"3/8"" steel",14,54.9,3.557,49.7,0.800,0.273,4.09,40.1091985,
band_D,"3/8"" steel",15,54.8,3.551,49.7,0.800,0.273,4.09,40.1091985,
band_D,"3/8"" steel",16,54.6,3.538,49.5,0.800,0.273,4.09,40.1091985,
band_D,"3/8"" steel",17,54.9,3.557,49.7,0.800,0.273,4.09,40.1091985,
band_D,"3/8"" steel",18,54.8,3.551,49.6,0.800,0.273,4.09,40.1091985,
band_D,"3/8"" steel",19,54.8,3.551,49.8,0.800,0.273,4.09,40.1091985,
band_D,"3/8"" steel",20,54.8,3.551,49.8,0.800,0.273,4.09,40.1091985,
band_E,"1/2"" steel",1,129.2,8.372,45.1,0.800,0.27,5.38,52.759777,
band_E,"1/2"" steel",2,128.9,8.353,45.0,0.800,0.27,5.38,52.759777,
band_E,"1/2"" steel",3,129.2,8.372,45.1,0.800,0.27,5.38,52.759777,
band_E,"1/2"" steel",4,129.0,8.359,45.0,0.800,0.27,5.38,52.759777,
band_E,"1/2"" steel",5,129.0,8.359,44.9,0.800,0.27,5.38,52.759777,
band_E,"1/2"" steel",6,129.0,8.359,45.0,0.800,0.27,5.38,52.759777,
band_E,"1/2"" steel",7,129.0,8.359,45.0,0.800,0.27,5.38,52.759777,
band_E,"1/2"" steel",8,129.2,8.372,45.1,0.800,0.27,5.38,52.759777,
band_E,"1/2"" steel",9,129.2,8.372,45.1,0.800,0.27,5.38,52.759777,
band_E,"1/2"" steel",10,129.2,8.372,45.0,0.800,0.27,5.38,52.759777,
band_E,"1/2"" steel",11,129.0,8.359,45.2,0.800,0.27,5.38,52.759777,
band_E,"1/2"" steel",12,129.0,8.359,44.9,0.800,0.27,5.38,52.759777,
band_E,"1/2"" steel",13,129.3,8.378,45.1,0.800,0.27,5.38,52.759777,
band_E,"1/2"" steel",14,129.2,8.372,44.9,0.800,0.27,5.38,52.759777,
band_E,"1/2"" steel",15,129.0,8.359,45.0,0.800,0.27,5.38,52.759777,
band_E,"1/2"" steel",16,129.0,8.359,45.0,0.800,0.27,5.38,52.759777,
band_E,"1/2"" steel",17,129.0,8.359,45.0,0.800,0.27,5.38,52.759777,
band_E,"1/2"" steel",18,129.2,8.372,45.0,0.800,0.27,5.38,52.759777,
band_E,"1/2"" steel",19,128.9,8.353,44.9,0.800,0.27,5.38,52.759777,
band_E,"1/2"" steel",20,129.2,8.372,45.0,0.800,0.27,5.38,52.759777,
band_E,12 mm steel,1,108.2,7.011,46.7,0.800,0.27,5.38,52.759777,
band_E,12 mm steel,2,108.2,7.011,46.8,0.800,0.27,5.38,52.759777,
band_E,12 mm steel,3,108.2,7.011,46.6,0.800,0.27,5.38,52.759777,
band_E,12 mm steel,4,108.2,7.011,46.7,0.800,0.27,5.38,52.759777,
band_E,12 mm steel,5,108.2,7.011,46.7,0.800,0.27,5.38,52.759777,
band_E,12 mm steel,6,108.2,7.011,46.8,0.800,0.27,5.38,52.759777,
band_E,12 mm steel,7,108.2,7.011,46.7,0.800,0.27,5.38,52.759777,
band_E,12 mm steel,8,108.2,7.011,46.6,0.800,0.27,5.38,52.759777,
band_E,12 mm steel,9,108.2,7.011,46.7,0.800,0.27,5.38,52.759777,
band_E,12 mm steel,10,108.2,7.011,46.0,0.800,0.27,5.38,52.759777,
band_E,12 mm steel,11,108.2,7.011,46.7,0.800,0.27,5.38,52.759777,
band_E,12 mm steel,12,108.2,7.011,46.6,0.800,0.27,5.38,52.759777,
band_E,12 mm steel,13,108.2,7.011,46.6,0.800,0.27,5.38,52.759777,
band_E,12 mm steel,14,108.2,7.011,46.6,0.800,0.27,5.38,52.759777,
band_E,12 mm steel,15,108.2,7.011,46.5,0.800,0.27,5.38,52.759777,
band_E,12 mm steel,16,108.2,7.011,46.5,0.800,0.27,5.38,52.759777,
band_E,12 mm steel,17,108.2,7.011,46.7,0.800,0.27,5.38,52.759777,
band_E,12 mm steel,18,108.2,7.011,46.0,0.800,0.27,5.38,52.759777,
band_E,12 mm steel,19,108.2,7.011,46.6,0.800,0.27,5.38,52.759777,
band_E,12 mm steel,20,108.2,7.011,46.7,0.800,0.27,5.38,52.759777,
band_E,11 mm steel,1,83.6,5.417,48.8,0.800,0.27,5.38,52.759777,
band_E,11 mm steel,2,83.6,5.417,48.8,0.800,0.27,5.38,52.759777,
band_E,11 mm steel,3,83.6,5.417,48.8,0.800,0.27,5.38,52.759777,
band_E,11 mm steel,4,83.6,5.417,48.8,0.800,0.27,5.38,52.759777,
band_E,11 mm steel,5,83.8,5.430,48.7,0.800,0.27,5.38,52.759777,
band_E,11 mm steel,6,83.6,5.417,48.8,0.800,0.27,5.38,52.759777,
band_E,11 mm steel,7,83.6,5.417,48.8,0.800,0.27,5.38,52.759777,
band_E,11 mm steel,8,83.6,5.417,48.8,0.800,0.27,5.38,52.759777,
band_E,11 mm steel,9,83.6,5.417,48.8,0.800,0.27,5.38,52.759777,
band_E,11 mm steel,10,83.6,5.417,48.8,0.800,0.27,5.38,52.759777,
band_E,11 mm steel,11,83.5,5.411,48.7,0.800,0.27,5.38,52.759777,
band_E,11 mm steel,12,83.6,5.417,48.8,0.800,0.27,5.38,52.759777,
band_E,11 mm steel,13,83.6,5.417,48.7,0.800,0.27,5.38,52.759777,
band_E,11 mm steel,14,83.6,5.417,48.7,0.800,0.27,5.38,52.759777,
band_E,11 mm steel,15,83.6,5.417,48.7,0.800,0.27,5.38,52.759777,
band_E,11 mm steel,16,83.6,5.417,48.7,0.800,0.27,5.38,52.759777,
band_E,11 mm steel,17,83.6,5.417,48.8,0.800,0.27,5.38,52.759777,
band_E,11 mm steel,18,83.6,5.417,48.7,0.800,0.27,5.38,52.759777,
band_E,11 mm steel,19,83.6,5.417,48.8,0.800,0.27,5.38,52.759777,
band_E,11 mm steel,20,83.6,5.417,48.7,0.800,0.27,5.38,52.759777,
band_E,10 mm steel,1,63.1,4.089,50.5,0.800,0.27,5.38,52.759777,
band_E,10 mm steel,2,63.1,4.089,50.4,0.800,0.27,5.38,52.759777,
band_E,10 mm steel,3,63.0,4.082,50.4,0.800,0.27,5.38,52.759777,
band_E,10 mm steel,4,62.8,4.069,50.4,0.800,0.27,5.38,52.759777,
band_E,10 mm steel,5,63.0,4.082,50.4,0.800,0.27,5.38,52.759777,
band_E,10 mm steel,6,63.0,4.082,50.3,0.800,0.27,5.38,52.759777,
band_E,10 mm steel,7,63.0,4.082,50.0,0.800,0.27,5.38,52.759777,issue loading
band_E,10 mm steel,8,62.8,4.069,50.3,0.800,0.27,5.38,52.759777,
band_E,10 mm steel,9,63.1,4.089,50.2,0.800,0.27,5.38,52.759777,
band_E,10 mm steel,10,63.0,4.082,50.2,0.800,0.27,5.38,52.759777,
band_E,10 mm steel,11,63.0,4.082,50.5,0.800,0.27,5.38,52.759777,
band_E,10 mm steel,12,63.1,4.089,50.4,0.800,0.27,5.38,52.759777,
band_E,10 mm steel,13,63.1,4.089,50.3,0.800,0.27,5.38,52.759777,
band_E,10 mm steel,14,63.0,4.082,50.3,0.800,0.27,5.38,52.759777,
band_E,10 mm steel,15,63.1,4.089,50.3,0.800,0.27,5.38,52.759777,
band_E,10 mm steel,16,63.1,4.089,50.4,0.800,0.27,5.38,52.759777,
band_E,10 mm steel,17,63.0,4.082,50.3,0.800,0.27,5.38,52.759777,
band_E,10 mm steel,18,63.0,4.082,50.4,0.800,0.27,5.38,52.759777,
band_E,10 mm steel,19,63.0,4.082,50.3,0.800,0.27,5.38,52.759777,
band_E,10 mm steel,20,63.1,4.089,50.3,0.800,0.27,5.38,52.759777,
band_E,9 mm steel,1,46.1,2.987,51.6,0.800,0.27,5.38,52.759777,
band_E,9 mm steel,2,46.1,2.987,51.6,0.800,0.27,5.38,52.759777,
band_E,9 mm steel,3,46.1,2.987,51.6,0.800,0.27,5.38,52.759777,
band_E,9 mm steel,4,46.1,2.987,51.6,0.800,0.27,5.38,52.759777,
band_E,9 mm steel,5,46.1,2.987,51.6,0.800,0.27,5.38,52.759777,
band_E,9 mm steel,6,46.1,2.987,51.6,0.800,0.27,5.38,52.759777,
band_E,9 mm steel,7,46.1,2.987,51.5,0.800,0.27,5.38,52.759777,
band_E,9 mm steel,8,46.1,2.987,51.5,0.800,0.27,5.38,52.759777,
band_E,9 mm steel,9,46.1,2.987,51.5,0.800,0.27,5.38,52.759777,
band_E,9 mm steel,10,46.1,2.987,51.5,0.800,0.27,5.38,52.759777,
band_E,9 mm steel,11,46.1,2.987,51.6,0.800,0.27,5.38,52.759777,
band_E,9 mm steel,12,46.1,2.987,51.5,0.800,0.27,5.38,52.759777,
band_E,9 mm steel,13,46.1,2.987,51.6,0.800,0.27,5.38,52.759777,
band_E,9 mm steel,14,46.1,2.987,51.6,0.800,0.27,5.38,52.759777,
band_E,9 mm steel,15,46.1,2.987,51.6,0.800,0.27,5.38,52.759777,
band_E,9 mm steel,16,46.1,2.987,51.6,0.800,0.27,5.38,52.759777,
band_E,9 mm steel,17,46.1,2.987,51.6,0.800,0.27,5.38,52.759777,
band_E,9 mm steel,18,46.1,2.987,51.6,0.800,0.27,5.38,52.759777,
band_E,9 mm steel,19,46.1,2.987,51.6,0.800,0.27,5.38,52.759777,
band_E,9 mm steel,20,46.1,2.987,51.6,0.800,0.27,5.38,52.759777,
band_E,8 mm steel,1,32.3,2.093,52.5,0.800,0.27,5.38,52.759777,
band_E,8 mm steel,2,32.3,2.093,52.6,0.800,0.27,5.38,52.759777,
band_E,8 mm steel,3,32.3,2.093,52.6,0.800,0.27,5.38,52.759777,
band_E,8 mm steel,4,32.3,2.093,52.4,0.800,0.27,5.38,52.759777,
band_E,8 mm steel,5,32.4,2.099,52.5,0.800,0.27,5.38,52.759777,
band_E,8 mm steel,6,32.3,2.093,52.6,0.800,0.27,5.38,52.759777,
band_E,8 mm steel,7,32.1,2.080,52.5,0.800,0.27,5.38,52.759777,
band_E,8 mm steel,8,32.3,2.093,52.4,0.800,0.27,5.38,52.759777,
band_E,8 mm steel,9,32.3,2.093,52.5,0.800,0.27,5.38,52.759777,
band_E,8 mm steel,10,32.3,2.093,52.6,0.800,0.27,5.38,52.759777,
band_E,8 mm steel,11,32.3,2.093,52.6,0.800,0.27,5.38,52.759777,
band_E,8 mm steel,12,32.3,2.093,52.4,0.800,0.27,5.38,52.759777,
band_E,8 mm steel,13,32.3,2.093,52.5,0.800,0.27,5.38,52.759777,
band_E,8 mm steel,14,32.1,2.080,52.5,0.800,0.27,5.38,52.759777,
band_E,8 mm steel,15,32.3,2.093,52.5,0.800,0.27,5.38,52.759777,
band_E,8 mm steel,16,32.1,2.080,52.6,0.800,0.27,5.38,52.759777,
band_E,8 mm steel,17,32.3,2.093,52.5,0.800,0.27,5.38,52.759777,
band_E,8 mm steel,18,32.1,2.080,52.5,0.800,0.27,5.38,52.759777,
band_E,8 mm steel,19,32.3,2.093,52.5,0.800,0.27,5.38,52.759777,
band_E,8 mm steel,20,32.3,2.093,52.5,0.800,0.27,5.38,52.759777,
band_E,7 mm steel,1,21.8,1.413,53.1,0.800,0.27,5.38,52.759777,
band_E,7 mm steel,2,21.5,1.393,53.2,0.800,0.27,5.38,52.759777,
band_E,7 mm steel,3,21.6,1.400,53.3,0.800,0.27,5.38,52.759777,
band_E,7 mm steel,4,21.6,1.400,53.3,0.800,0.27,5.38,52.759777,
band_E,7 mm steel,5,21.5,1.393,53.1,0.800,0.27,5.38,52.759777,
band_E,7 mm steel,6,21.5,1.393,53.1,0.800,0.27,5.38,52.759777,
band_E,7 mm steel,7,21.6,1.400,53.2,0.800,0.27,5.38,52.759777,
band_E,7 mm steel,8,21.5,1.393,53.1,0.800,0.27,5.38,52.759777,
band_E,7 mm steel,9,21.6,1.400,53.0,0.800,0.27,5.38,52.759777,
band_E,7 mm steel,10,21.5,1.393,53.1,0.800,0.27,5.38,52.759777,
band_E,7 mm steel,11,21.6,1.400,53.1,0.800,0.27,5.38,52.759777,
band_E,7 mm steel,12,21.6,1.400,53.2,0.800,0.27,5.38,52.759777,
band_E,7 mm steel,13,21.6,1.400,53.1,0.800,0.27,5.38,52.759777,
band_E,7 mm steel,14,21.6,1.400,53.2,0.800,0.27,5.38,52.759777,
band_E,7 mm steel,15,21.6,1.400,53.1,0.800,0.27,5.38,52.759777,
band_E,7 mm steel,16,21.6,1.400,53.3,0.800,0.27,5.38,52.759777,
band_E,7 mm steel,17,21.6,1.400,53.2,0.800,0.27,5.38,52.759777,
band_E,7 mm steel,18,21.6,1.400,53.2,0.800,0.27,5.38,52.759777,
band_E,7 mm steel,19,21.6,1.400,53.2,0.800,0.27,5.38,52.759777,
band_E,7 mm steel,20,21.6,1.400,53.2,0.800,0.27,5.38,52.759777,
band_E,6 mm steel,1,13.4,0.868,54.3,0.800,0.27,5.38,52.759777,
band_E,6 mm steel,2,13.4,0.868,54.2,0.800,0.27,5.38,52.759777,
band_E,6 mm steel,3,13.4,0.868,54.0,0.800,0.27,5.38,52.759777,
band_E,6 mm steel,4,13.6,0.881,54.1,0.800,0.27,5.38,52.759777,
band_E,6 mm steel,5,13.6,0.881,54.1,0.800,0.27,5.38,52.759777,
band_E,6 mm steel,6,13.4,0.868,54.1,0.800,0.27,5.38,52.759777,
band_E,6 mm steel,7,13.4,0.868,54.1,0.800,0.27,5.38,52.759777,
band_E,6 mm steel,8,13.4,0.868,54.1,0.800,0.27,5.38,52.759777,
band_E,6 mm steel,9,13.6,0.881,53.5,0.800,0.27,5.38,52.759777,
band_E,6 mm steel,10,13.6,0.881,54.1,0.800,0.27,5.38,52.759777,
band_E,6 mm steel,11,13.6,0.881,53.9,0.800,0.27,5.38,52.759777,
band_E,6 mm steel,12,13.6,0.881,53.8,0.800,0.27,5.38,52.759777,
band_E,6 mm steel,13,13.6,0.881,54.0,0.800,0.27,5.38,52.759777,
band_E,6 mm steel,14,13.6,0.881,54.1,0.800,0.27,5.38,52.759777,
band_E,6 mm steel,15,13.7,0.888,54.1,0.800,0.27,5.38,52.759777,
band_E,6 mm steel,16,13.6,0.881,54.0,0.800,0.27,5.38,52.759777,
band_E,6 mm steel,17,13.6,0.881,54.0,0.800,0.27,5.38,52.759777,
band_E,6 mm steel,18,13.6,0.881,53.7,0.800,0.27,5.38,52.759777,
band_E,6 mm steel,19,13.6,0.881,53.7,0.800,0.27,5.38,52.759777,
band_E,6 mm steel,20,13.6,0.881,53.9,0.800,0.27,5.38,52.759777,
band_E,clay,1,15.6,1.011,53.4,0.800,0.27,5.38,52.759777,
band_E,clay,2,16.7,1.082,53.4,0.800,0.27,5.38,52.759777,
band_E,clay,3,16.2,1.050,53.4,0.800,0.27,5.38,52.759777,
band_E,clay,4,17.1,1.108,53.4,0.800,0.27,5.38,52.759777,
band_E,clay,5,15.1,0.978,53.5,0.800,0.27,5.38,52.759777,
band_E,clay,6,15.1,0.978,53.6,0.800,0.27,5.38,52.759777,
band_E,clay,7,15.3,0.991,53.5,0.800,0.27,5.38,52.759777,
band_E,clay,8,16.2,1.050,53.5,0.800,0.27,5.38,52.759777,
band_E,clay,9,16.5,1.069,53.3,0.800,0.27,5.38,52.759777,
band_E,clay,10,16.4,1.063,53.4,0.800,0.27,5.38,52.759777,
band_E,clay,11,16.4,1.063,53.4,0.800,0.27,5.38,52.759777,
band_E,clay,12,17.0,1.102,53.4,0.800,0.27,5.38,52.759777,
band_E,clay,13,16.7,1.082,53.4,0.800,0.27,5.38,52.759777,
band_E,clay,14,16.0,1.037,53.3,0.800,0.27,5.38,52.759777,
band_E,clay,15,16.0,1.037,53.5,0.800,0.27,5.38,52.759777,
band_E,clay,16,15.6,1.011,53.5,0.800,0.27,5.38,52.759777,
band_E,clay,17,16.2,1.050,53.5,0.800,0.27,5.38,52.759777,
band_E,clay,18,15.4,0.998,53.5,0.800,0.27,5.38,52.759777,
band_E,clay,19,15.9,1.030,53.5,0.800,0.27,5.38,52.759777,
band_E,clay,20,16.0,1.037,53.6,0.800,0.27,5.38,52.759777,
band_E,rubber,1,9.4,0.609,53.6,0.800,0.27,5.38,52.759777,
band_E,rubber,2,9.4,0.609,53.5,0.800,0.27,5.38,52.759777,
band_E,rubber,3,9.4,0.609,53.6,0.800,0.27,5.38,52.759777,
band_E,rubber,4,9.3,0.603,53.8,0.800,0.27,5.38,52.759777,
band_E,rubber,5,9.4,0.609,53.7,0.800,0.27,5.38,52.759777,
band_E,rubber,6,9.4,0.609,53.3,0.800,0.27,5.38,52.759777,
band_E,rubber,7,9.6,0.622,53.4,0.800,0.27,5.38,52.759777,
band_E,rubber,8,9.6,0.622,53.6,0.800,0.27,5.38,52.759777,
band_E,rubber,9,9.6,0.622,53.4,0.800,0.27,5.38,52.759777,
band_E,rubber,10,9.6,0.622,53.7,0.800,0.27,5.38,52.759777,
band_E,rubber,11,9.4,0.609,53.2,0.800,0.27,5.38,52.759777,
band_E,rubber,12,9.4,0.609,53.1,0.800,0.27,5.38,52.759777,
band_E,rubber,13,9.4,0.609,53.6,0.800,0.27,5.38,52.759777,
band_E,rubber,14,9.6,0.622,52.6,0.800,0.27,5.38,52.759777,
band_E,rubber,15,9.4,0.609,53.2,0.800,0.27,5.38,52.759777,
band_E,rubber,16,9.4,0.609,52.5,0.800,0.27,5.38,52.759777,
band_E,rubber,17,9.3,0.603,53.4,0.800,0.27,5.38,52.759777,
band_E,rubber,18,9.3,0.603,53.5,0.800,0.27,5.38,52.759777,
band_E,rubber,19,9.3,0.603,53.5,0.800,0.27,5.38,52.759777,
band_E,rubber,20,9.4,0.609,53.3,0.800,0.27,5.38,52.759777,
band_E,"3/8"" steel",1,54.8,3.551,50.8,0.800,0.27,5.38,52.759777,
band_E,"3/8"" steel",2,55.2,3.577,50.7,0.800,0.27,5.38,52.759777,
band_E,"3/8"" steel",3,54.9,3.557,50.7,0.800,0.27,5.38,52.759777,
band_E,"3/8"" steel",4,54.9,3.557,50.7,0.800,0.27,5.38,52.759777,
band_E,"3/8"" steel",5,55.2,3.577,50.5,0.800,0.27,5.38,52.759777,
band_E,"3/8"" steel",6,54.5,3.532,50.7,0.800,0.27,5.38,52.759777,
band_E,"3/8"" steel",7,54.9,3.557,50.7,0.800,0.27,5.38,52.759777,
band_E,"3/8"" steel",8,54.8,3.551,50.7,0.800,0.27,5.38,52.759777,
band_E,"3/8"" steel",9,54.3,3.519,50.7,0.800,0.27,5.38,52.759777,
band_E,"3/8"" steel",10,55.1,3.570,50.7,0.800,0.27,5.38,52.759777,
band_E,"3/8"" steel",11,55.1,3.570,50.7,0.800,0.27,5.38,52.759777,
band_E,"3/8"" steel",12,54.6,3.538,50.7,0.800,0.27,5.38,52.759777,
band_E,"3/8"" steel",13,54.8,3.551,50.7,0.800,0.27,5.38,52.759777,
band_E,"3/8"" steel",14,55.1,3.570,50.7,0.800,0.27,5.38,52.759777,
band_E,"3/8"" steel",15,54.8,3.551,50.7,0.800,0.27,5.38,52.759777,
band_E,"3/8"" steel",16,54.8,3.551,50.7,0.800,0.27,5.38,52.759777,
band_E,"3/8"" steel",17,54.5,3.532,50.6,0.800,0.27,5.38,52.759777,
band_E,"3/8"" steel",18,54.5,3.532,50.7,0.800,0.27,5.38,52.759777,
band_E,"3/8"" steel",19,55.1,3.570,50.6,0.800,0.27,5.38,52.759777,
band_E,"3/8"" steel",20,54.6,3.538,50.6,0.800,0.27,5.38,52.759777,
band_F,"1/2"" steel",1,129.2,8.372,41.5,0.800,0.26,3.82,37.461403,
band_F,"1/2"" steel",2,129.2,8.372,41.7,0.800,0.26,3.82,37.461403,
band_F,"1/2"" steel",3,129.2,8.372,41.5,0.800,0.26,3.82,37.461403,
band_F,"1/2"" steel",4,129.0,8.359,41.5,0.800,0.26,3.82,37.461403,
band_F,"1/2"" steel",5,129.2,8.372,41.4,0.800,0.26,3.82,37.461403,
band_F,"1/2"" steel",6,129.2,8.372,41.5,0.800,0.26,3.82,37.461403,
band_F,"1/2"" steel",7,129.0,8.359,41.5,0.800,0.26,3.82,37.461403,
band_F,"1/2"" steel",8,129.2,8.372,41.5,0.800,0.26,3.82,37.461403,
band_F,"1/2"" steel",9,129.0,8.359,41.5,0.800,0.26,3.82,37.461403,
band_F,"1/2"" steel",10,129.2,8.372,41.6,0.800,0.26,3.82,37.461403,
band_F,"1/2"" steel",11,129.2,8.372,41.4,0.800,0.26,3.82,37.461403,
band_F,"1/2"" steel",12,129.2,8.372,41.5,0.800,0.26,3.82,37.461403,
band_F,"1/2"" steel",13,129.0,8.359,41.5,0.800,0.26,3.82,37.461403,
band_F,"1/2"" steel",14,129.3,8.378,41.6,0.800,0.26,3.82,37.461403,
band_F,"1/2"" steel",15,129.2,8.372,41.4,0.800,0.26,3.82,37.461403,
band_F,"1/2"" steel",16,129.2,8.372,41.5,0.800,0.26,3.82,37.461403,
band_F,"1/2"" steel",17,129.0,8.359,41.5,0.800,0.26,3.82,37.461403,
band_F,"1/2"" steel",18,128.9,8.353,41.5,0.800,0.26,3.82,37.461403,
band_F,"1/2"" steel",19,129.0,8.359,41.4,0.800,0.26,3.82,37.461403,
band_F,"1/2"" steel",20,129.2,8.372,41.4,0.800,0.26,3.82,37.461403,
band_F,12 mm steel,1,108.2,7.011,44.0,0.800,0.26,3.82,37.461403,
band_F,12 mm steel,2,108.2,7.011,43.9,0.800,0.26,3.82,37.461403,
band_F,12 mm steel,3,108.2,7.011,44.0,0.800,0.26,3.82,37.461403,
band_F,12 mm steel,4,108.2,7.011,43.8,0.800,0.26,3.82,37.461403,
band_F,12 mm steel,5,108.2,7.011,44.1,0.800,0.26,3.82,37.461403,
band_F,12 mm steel,6,108.2,7.011,44.0,0.800,0.26,3.82,37.461403,
band_F,12 mm steel,7,108.2,7.011,44.0,0.800,0.26,3.82,37.461403,
band_F,12 mm steel,8,108.2,7.011,44.0,0.800,0.26,3.82,37.461403,
band_F,12 mm steel,9,108.2,7.011,44.0,0.800,0.26,3.82,37.461403,
band_F,12 mm steel,10,108.2,7.011,43.9,0.800,0.26,3.82,37.461403,
band_F,12 mm steel,11,108.2,7.011,43.9,0.800,0.26,3.82,37.461403,
